Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,最高温度,最低温度,AQI,风向,降水量,天气
Vistara,03-09,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,7266,31℃,20℃,0,东南风2级,0.0,多云晴
IndiGo,06-03,Delhi,Cochin,DEL → BLR → COK,17:05,22:25,5h 20m,1 stop,No info,6493,38℃,29℃,0,西北风2级,0.0,晴多云
Jet Airways,06-27,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,No info,14714,39℃,29℃,0,东风2级,4.83,多云雨
Multiple carriers,05-21,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 22 May,6h 30m,1 stop,No info,7485,43℃,33℃,0,西北风3级,0.0,晴多云
Jet Airways,06-06,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 07 Jun,15h 25m,1 stop,In-flight meal not included,10262,39℃,30℃,0,北风2级,0.0,晴
Multiple carriers,06-12,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 13 Jun,6h 30m,1 stop,No info,7198,41℃,34℃,0,西北风3级,0.0,晴
Jet Airways,06-27,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 28 Jun,25h 30m,1 stop,In-flight meal not included,10262,39℃,29℃,0,东风2级,4.83,多云雨
Multiple carriers,06-15,Delhi,Cochin,DEL → BOM → COK,06:40,19:15,12h 35m,1 stop,No info,8614,40℃,32℃,0,西北风3级,0.0,多云
Jet Airways,03-27,Delhi,Cochin,DEL → BOM → COK,16:00,19:45 28 Mar,27h 45m,1 stop,No info,12032,31℃,20℃,0,西北风2级,0.0,晴多云
IndiGo,03-21,Delhi,Cochin,DEL → HYD → COK,16:10,22:20,6h 10m,1 stop,No info,6528,25℃,16℃,0,东北风2级,0.0,多云晴
Jet Airways,05-27,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,In-flight meal not included,9732,37℃,24℃,0,东南风3级,0.0,雨
IndiGo,04-15,Delhi,Cochin,DEL → HYD → COK,06:50,12:10,5h 20m,1 stop,No info,5761,39℃,29℃,0,西风1级,0.0,晴
Multiple carriers,05-09,Delhi,Cochin,DEL → BOM → COK,17:45,01:30 10 May,7h 45m,1 stop,No info,9021,38℃,27℃,0,西北风2级,0.0,晴
Jet Airways,06-03,Delhi,Cochin,DEL → BOM → COK,11:30,12:35 04 Jun,25h 5m,1 stop,In-flight meal not included,10262,38℃,29℃,0,西北风2级,0.0,晴多云
IndiGo,03-15,Delhi,Cochin,DEL → COK,14:30,17:35,3h 5m,non-stop,No info,5895,35℃,21℃,0,西风1级,0.0,多云阴
Air India,05-09,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 10 May,25h 35m,1 stop,No info,6587,38℃,27℃,0,西北风2级,0.0,晴
SpiceJet,05-18,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1 stop,No info,6297,40℃,29℃,0,西北风3级,0.0,多云晴
Jet Airways,05-09,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 10 May,26h 55m,2 stops,In-flight meal not included,13029,38℃,27℃,0,西北风2级,0.0,晴
Air India,06-12,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15 13 Jun,24h 30m,2 stops,No info,11732,41℃,34℃,0,西北风3级,0.0,晴
Multiple carriers,06-06,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10h 15m,1 stop,No info,12524,39℃,30℃,0,北风2级,0.0,晴
Jet Airways,06-15,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,In-flight meal not included,10262,40℃,32℃,0,西北风3级,0.0,多云
Jet Airways,06-24,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,In-flight meal not included,13344,41℃,33℃,0,东南风2级,0.0,雨
Air India,06-12,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40 13 Jun,24h 50m,2 stops,No info,13381,41℃,34℃,0,西北风3级,0.0,晴
Multiple carriers,03-06,Delhi,Cochin,DEL → BOM → COK,12:50,01:35 07 Mar,12h 45m,1 stop,No info,15147,32℃,19℃,0,西风3级,0.0,晴
IndiGo,05-06,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,No info,7054,37℃,28℃,0,西北风2级,0.0,多云晴
Jet Airways,05-21,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2 stops,In-flight meal not included,13029,43℃,33℃,0,西北风3级,0.0,晴多云
Jet Airways,05-09,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 10 May,8h 25m,2 stops,In-flight meal not included,15318,38℃,27℃,0,西北风2级,0.0,晴
Air India,06-27,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15 28 Jun,30h 20m,2 stops,No info,12646,39℃,29℃,0,东风2级,4.83,多云雨
Multiple carriers,05-15,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7h,1 stop,No info,13727,41℃,32℃,0,西风3级,0.0,晴
Air India,06-27,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,5201,39℃,29℃,0,东风2级,4.83,多云雨
Multiple carriers,05-15,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7h 35m,1 stop,No info,9001,41℃,32℃,0,西风3级,0.0,晴
Multiple carriers,05-09,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1 stop,In-flight meal not included,10546,38℃,27℃,0,西北风2级,0.0,晴
Jet Airways,05-18,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 19 May,23h 45m,1 stop,No info,15554,40℃,29℃,0,西北风3级,0.0,多云晴
Air India,06-24,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1 stop,No info,9404,41℃,33℃,0,东南风2级,0.0,雨
Multiple carriers,03-21,Delhi,Cochin,DEL → BOM → COK,09:10,19:15,10h 5m,1 stop,No info,8601,25℃,16℃,0,东北风2级,0.0,多云晴
Multiple carriers,05-09,Delhi,Cochin,DEL → HYD → COK,09:45,22:30,12h 45m,1 stop,No info,8888,38℃,27℃,0,西北风2级,0.0,晴
Jet Airways,05-09,Delhi,Cochin,DEL → BOM → COK,21:50,12:35 10 May,14h 45m,1 stop,In-flight meal not included,12373,38℃,27℃,0,西北风2级,0.0,晴
Multiple carriers,04-09,Delhi,Cochin,DEL → BOM → COK,06:00,13:20,7h 20m,1 stop,No info,8323,36℃,24℃,0,西北风2级,0.0,晴
Jet Airways,06-27,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 28 Jun,23h 10m,2 stops,No info,15339,39℃,29℃,0,东风2级,4.83,多云雨
Jet Airways,06-01,Delhi,Cochin,DEL → BOM → COK,22:50,12:35 02 Jun,13h 45m,1 stop,In-flight meal not included,10262,37℃,26℃,0,西北风3级,3.07,晴雨
IndiGo,03-03,Delhi,Cochin,DEL → HYD → MAA → COK,08:35,21:20,12h 45m,2 stops,No info,8049,33℃,20℃,0,西风2级,0.0,多云晴
Jet Airways,06-06,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 07 Jun,24h 45m,1 stop,In-flight meal not included,10262,39℃,30℃,0,北风2级,0.0,晴
Air India,06-01,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,19:15 02 Jun,38h,3 stops,No info,10703,37℃,26℃,0,西北风3级,3.07,晴雨
IndiGo,06-12,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1 stop,No info,6496,41℃,34℃,0,西北风3级,0.0,晴
Jet Airways,03-27,Delhi,Cochin,DEL → BOM → COK,07:05,18:50,11h 45m,1 stop,No info,12032,31℃,20℃,0,西北风2级,0.0,晴多云
Vistara,04-18,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,6741,40℃,31℃,0,西风2级,0.0,多云
Multiple carriers,03-03,Delhi,Cochin,DEL → BOM → COK,19:00,01:35 04 Mar,6h 35m,1 stop,No info,15288,33℃,20℃,0,西风2级,0.0,多云晴
Jet Airways,03-21,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,18:50 22 Mar,23h 40m,2 stops,In-flight meal not included,6643,25℃,16℃,0,东北风2级,0.0,多云晴
IndiGo,03-03,Delhi,Cochin,DEL → BLR → COK,05:05,10:05,5h,1 stop,No info,9581,33℃,20℃,0,西风2级,0.0,多云晴
Multiple carriers,06-12,Delhi,Cochin,DEL → BOM → COK,07:05,19:15,12h 10m,1 stop,In-flight meal not included,11667,41℃,34℃,0,西北风3级,0.0,晴
IndiGo,06-27,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7h 35m,1 stop,No info,6442,39℃,29℃,0,东风2级,4.83,多云雨
Jet Airways,05-24,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 26 May,29h 20m,2 stops,No info,15129,39℃,24℃,0,西南风3级,1.5,多云雨
Jet Airways,06-03,Delhi,Cochin,DEL → BOM → COK,16:00,04:25 04 Jun,12h 25m,1 stop,No info,14714,38℃,29℃,0,西北风2级,0.0,晴多云
IndiGo,03-21,Delhi,Cochin,DEL → HYD → COK,06:40,12:00,5h 20m,1 stop,No info,5761,25℃,16℃,0,东北风2级,0.0,多云晴
Air India,05-09,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,5201,38℃,27℃,0,西北风2级,0.0,晴
Jet Airways,05-18,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,In-flight meal not included,15544,40℃,29℃,0,西北风3级,0.0,多云晴
IndiGo,05-27,Delhi,Cochin,DEL → COK,21:05,00:20 28 May,3h 15m,non-stop,No info,5601,37℃,24℃,0,东南风3级,0.0,雨
Air Asia,04-27,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14h 30m,1 stop,No info,6451,38℃,27℃,0,东南风2级,0.0,多云
SpiceJet,05-15,Delhi,Cochin,DEL → MAA → COK,15:45,22:05,6h 20m,1 stop,No info,7947,41℃,32℃,0,西风3级,0.0,晴
Multiple carriers,06-27,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7h,1 stop,No info,13587,39℃,29℃,0,东风2级,4.83,多云雨
Multiple carriers,06-01,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:30 02 Jun,10h 25m,2 stops,No info,18275,37℃,26℃,0,西北风3级,3.07,晴雨
IndiGo,06-27,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13h 55m,1 stop,No info,6442,39℃,29℃,0,东风2级,4.83,多云雨
Jet Airways,03-21,Delhi,Cochin,DEL → BOM → COK,17:30,18:50 22 Mar,25h 20m,1 stop,In-flight meal not included,5963,25℃,16℃,0,东北风2级,0.0,多云晴
Multiple carriers,05-27,Delhi,Cochin,DEL → BOM → COK,06:00,19:00,13h,1 stop,No info,11264,37℃,24℃,0,东南风3级,0.0,雨
GoAir,03-27,Delhi,Cochin,DEL → BOM → COK,14:10,19:20,5h 10m,1 stop,No info,10188,31℃,20℃,0,西北风2级,0.0,晴多云
Jet Airways,05-09,Delhi,Cochin,DEL → BOM → COK,18:15,12:35 10 May,18h 20m,1 stop,In-flight meal not included,12373,38℃,27℃,0,西北风2级,0.0,晴
Jet Airways,06-12,Delhi,Cochin,DEL → BOM → COK,11:30,12:35 13 Jun,25h 5m,1 stop,In-flight meal not included,10262,41℃,34℃,0,西北风3级,0.0,晴
Jet Airways,06-15,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,In-flight meal not included,10262,40℃,32℃,0,西北风3级,0.0,多云
Air India,06-09,Delhi,Cochin,DEL → BLR → COK,17:40,08:15 10 Jun,14h 35m,1 stop,No info,7468,41℃,33℃,0,西风3级,0.11,晴雨
Jet Airways,06-24,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19:00 25 Jun,19h 55m,2 stops,No info,12819,41℃,33℃,0,东南风2级,0.0,雨
Air Asia,06-15,Delhi,Cochin,DEL → BLR → COK,16:45,22:25,5h 40m,1 stop,No info,6853,40℃,32℃,0,西北风3级,0.0,多云
Air India,06-06,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1 stop,No info,8372,39℃,30℃,0,北风2级,0.0,晴
Jet Airways,06-12,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,In-flight meal not included,15812,41℃,34℃,0,西北风3级,0.0,晴
Air India,05-27,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,6934,37℃,24℃,0,东南风3级,0.0,雨
Jet Airways,06-01,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,In-flight meal not included,10262,37℃,26℃,0,西北风3级,3.07,晴雨
Jet Airways,03-06,Delhi,Cochin,DEL → BOM → COK,13:55,04:25 07 Mar,14h 30m,1 stop,In-flight meal not included,13843,32℃,19℃,0,西风3级,0.0,晴
Multiple carriers,05-15,Delhi,Cochin,DEL → BOM → COK,06:40,19:00,12h 20m,1 stop,No info,9315,41℃,32℃,0,西风3级,0.0,晴
Multiple carriers,05-21,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,13h 15m,1 stop,No info,8266,43℃,33℃,0,西北风3级,0.0,晴多云
Jet Airways,06-06,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 07 Jun,25h 30m,1 stop,In-flight meal not included,10262,39℃,30℃,0,北风2级,0.0,晴
Multiple carriers,03-27,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,12537,31℃,20℃,0,西北风2级,0.0,晴多云
Jet Airways,06-15,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 16 Jun,15h 25m,1 stop,In-flight meal not included,10262,40℃,32℃,0,西北风3级,0.0,多云
Multiple carriers,06-12,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10h 45m,1 stop,No info,7354,41℃,34℃,0,西北风3级,0.0,晴
Multiple carriers,03-06,Delhi,Cochin,DEL → HYD → COK,14:35,22:20,7h 45m,1 stop,In-flight meal not included,7563,32℃,19℃,0,西风3级,0.0,晴
IndiGo,03-03,Delhi,Cochin,DEL → BOM → COK,10:45,15:30,4h 45m,1 stop,No info,7725,33℃,20℃,0,西风2级,0.0,多云晴
Multiple carriers,06-01,Delhi,Cochin,DEL → BOM → COK,08:45,21:00,12h 15m,1 stop,No info,7740,37℃,26℃,0,西北风3级,3.07,晴雨
Multiple carriers,06-03,Delhi,Cochin,DEL → BOM → COK,08:30,19:00,10h 30m,1 stop,No info,11200,38℃,29℃,0,西北风2级,0.0,晴多云
Air India,05-15,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,8372,41℃,32℃,0,西风3级,0.0,晴
Air India,06-15,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40 16 Jun,24h 50m,2 stops,No info,13591,40℃,32℃,0,西北风3级,0.0,多云
IndiGo,03-03,Delhi,Cochin,DEL → MAA → COK,07:20,12:30,5h 10m,1 stop,No info,12214,33℃,20℃,0,西风2级,0.0,多云晴
Air India,06-01,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 02 Jun,26h,2 stops,No info,12970,37℃,26℃,0,西北风3级,3.07,晴雨
Air India,03-21,Delhi,Cochin,DEL → MAA → COK,17:20,09:25 22 Mar,16h 5m,1 stop,No info,6482,25℃,16℃,0,东北风2级,0.0,多云晴
IndiGo,06-15,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,6147,40℃,32℃,0,西北风3级,0.0,多云
Multiple carriers,06-06,Delhi,Cochin,DEL → BOM → COK,04:55,19:00,14h 5m,1 stop,No info,10678,39℃,30℃,0,北风2级,0.0,晴
Jet Airways,03-09,Delhi,Cochin,DEL → BOM → COK,15:05,04:25 10 Mar,13h 20m,1 stop,In-flight meal not included,14053,31℃,20℃,0,东南风2级,0.0,多云晴
IndiGo,03-03,Delhi,Cochin,DEL → COK,14:30,17:35,3h 5m,non-stop,No info,7673,33℃,20℃,0,西风2级,0.0,多云晴
Jet Airways,04-01,Delhi,Cochin,DEL → BOM → COK,09:00,12:35 02 Apr,27h 35m,1 stop,In-flight meal not included,5406,30℃,17℃,0,东南风2级,4.82,雨多云
Jet Airways,06-27,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19:00 28 Jun,19h 55m,2 stops,In-flight meal not included,11150,39℃,29℃,0,东风2级,4.83,多云雨
Jet Airways,06-24,Delhi,Cochin,DEL → BOM → COK,21:50,12:35 25 Jun,14h 45m,1 stop,In-flight meal not included,10262,41℃,33℃,0,东南风2级,0.0,雨
IndiGo,06-06,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,No info,6674,39℃,30℃,0,北风2级,0.0,晴
Jet Airways,03-06,Delhi,Cochin,DEL → BOM → COK,09:00,04:25 07 Mar,19h 25m,1 stop,No info,15764,32℃,19℃,0,西风3级,0.0,晴
Jet Airways,06-06,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,In-flight meal not included,10262,39℃,30℃,0,北风2级,0.0,晴
Multiple carriers,06-06,Delhi,Cochin,DEL → BOM → COK,11:40,19:00,7h 20m,1 stop,No info,11789,39℃,30℃,0,北风2级,0.0,晴
Air India,06-06,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,6094,39℃,30℃,0,北风2级,0.0,晴
Multiple carriers,03-27,Delhi,Cochin,DEL → BOM → COK,17:00,01:35 28 Mar,8h 35m,1 stop,No info,6673,31℃,20℃,0,西北风2级,0.0,晴多云
Jet Airways,03-21,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,18:50,8h 5m,2 stops,In-flight meal not included,8367,25℃,16℃,0,东北风2级,0.0,多云晴
Multiple carriers,03-27,Delhi,Cochin,DEL → BOM → COK,02:15,13:20,11h 5m,1 stop,No info,12327,31℃,20℃,0,西北风2级,0.0,晴多云
SpiceJet,03-21,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,6356,25℃,16℃,0,东北风2级,0.0,多云晴
Jet Airways,06-01,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 02 Jun,24h 45m,1 stop,No info,14714,37℃,26℃,0,西北风3级,3.07,晴雨
Multiple carriers,05-15,Delhi,Cochin,DEL → HYD → COK,07:10,22:30,15h 20m,1 stop,No info,6513,41℃,32℃,0,西风3级,0.0,晴
Jet Airways,05-21,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 22 May,26h 10m,1 stop,In-flight meal not included,12898,43℃,33℃,0,西北风3级,0.0,晴多云
Air India,06-01,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 02 Jun,21h 15m,2 stops,No info,10861,37℃,26℃,0,西北风3级,3.07,晴雨
Jet Airways,05-27,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16h 45m,1 stop,No info,16079,37℃,24℃,0,东南风3级,0.0,雨
IndiGo,03-06,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,7673,32℃,19℃,0,西风3级,0.0,晴
Multiple carriers Premium economy,03-21,Delhi,Cochin,DEL → BOM → COK,08:55,19:15,10h 20m,1 stop,No info,10161,25℃,16℃,0,东北风2级,0.0,多云晴
Jet Airways,06-12,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,In-flight meal not included,10262,41℃,34℃,0,西北风3级,0.0,晴
IndiGo,03-09,Delhi,Cochin,DEL → BOM → COK,16:00,01:35 10 Mar,9h 35m,1 stop,No info,13611,31℃,20℃,0,东南风2级,0.0,多云晴
Air India,03-06,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,19:15,7h 15m,2 stops,No info,11858,32℃,19℃,0,西风3级,0.0,晴
Multiple carriers,05-27,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,8h 55m,1 stop,No info,9316,37℃,24℃,0,东南风3级,0.0,雨
Jet Airways,05-27,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 28 May,18h 45m,2 stops,In-flight meal not included,13029,37℃,24℃,0,东南风3级,0.0,雨
Jet Airways,03-21,Delhi,Cochin,DEL → BOM → COK,11:30,18:50,7h 20m,1 stop,No info,13244,25℃,16℃,0,东北风2级,0.0,多云晴
Multiple carriers,06-12,Delhi,Cochin,DEL → BOM → COK,18:00,01:30 13 Jun,7h 30m,1 stop,No info,7198,41℃,34℃,0,西北风3级,0.0,晴
Jet Airways,06-27,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2 stops,No info,13014,39℃,29℃,0,东风2级,4.83,多云雨
Air India,03-06,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40 07 Mar,24h 50m,2 stops,No info,20416,32℃,19℃,0,西风3级,0.0,晴
Air India,06-06,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 07 Jun,21h 15m,2 stops,No info,10441,39℃,30℃,0,北风2级,0.0,晴
Air India,06-27,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,19:15 28 Jun,38h,3 stops,No info,10703,39℃,29℃,0,东风2级,4.83,多云雨
Air India,05-12,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,6304,41℃,30℃,0,西南风2级,0.0,晴
Multiple carriers,05-27,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,13587,37℃,24℃,0,东南风3级,0.0,雨
SpiceJet,04-27,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1 stop,No info,5899,38℃,27℃,0,东南风2级,0.0,多云
Jet Airways,06-27,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 28 Jun,8h 25m,2 stops,No info,16263,39℃,29℃,0,东风2级,4.83,多云雨
IndiGo,03-06,Delhi,Cochin,DEL → BOM → COK,18:35,01:35 07 Mar,7h,1 stop,No info,14871,32℃,19℃,0,西风3级,0.0,晴
Air India,03-03,Delhi,Cochin,DEL → HYD → BOM → COK,21:30,19:15 04 Mar,21h 45m,2 stops,No info,12497,33℃,20℃,0,西风2级,0.0,多云晴
Air India,06-21,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,5411,40℃,29℃,0,东风2级,0.0,雨晴
IndiGo,06-09,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11h 5m,1 stop,No info,6600,41℃,33℃,0,西风3级,0.11,晴雨
Jet Airways,05-21,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 22 May,22h 55m,2 stops,No info,15129,43℃,33℃,0,西北风3级,0.0,晴多云
IndiGo,05-12,Delhi,Cochin,DEL → COK,21:05,00:20 13 May,3h 15m,non-stop,No info,8626,41℃,30℃,0,西南风2级,0.0,晴
Jet Airways,03-06,Delhi,Cochin,DEL → BOM → COK,07:05,04:25 07 Mar,21h 20m,1 stop,No info,17234,32℃,19℃,0,西风3级,0.0,晴
Jet Airways,06-01,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,No info,14714,37℃,26℃,0,西北风3级,3.07,晴雨
Jet Airways,06-15,Delhi,Cochin,DEL → LKO → BOM → COK,11:45,04:25 16 Jun,16h 40m,2 stops,No info,13882,40℃,32℃,0,西北风3级,0.0,多云
Jet Airways,05-09,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,No info,16274,38℃,27℃,0,西北风2级,0.0,晴
Multiple carriers,03-06,Delhi,Cochin,DEL → BOM → COK,11:30,18:50,7h 20m,1 stop,No info,15135,32℃,19℃,0,西风3级,0.0,晴
Jet Airways,03-27,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:45 28 Mar,24h 35m,2 stops,No info,9483,31℃,20℃,0,西北风2级,0.0,晴多云
Air India,05-15,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40 16 May,24h 50m,2 stops,No info,14431,41℃,32℃,0,西风3级,0.0,晴
Multiple carriers,06-24,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7h 35m,1 stop,In-flight meal not included,6093,41℃,33℃,0,东南风2级,0.0,雨
Multiple carriers,05-21,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,11h,1 stop,No info,7888,43℃,33℃,0,西北风3级,0.0,晴多云
IndiGo,05-15,Delhi,Cochin,DEL → BOM → COK,09:15,01:30 16 May,16h 15m,1 stop,No info,7503,41℃,32℃,0,西风3级,0.0,晴
Jet Airways,03-03,Delhi,Cochin,DEL → BOM → COK,09:00,18:50,9h 50m,1 stop,No info,17024,33℃,20℃,0,西风2级,0.0,多云晴
Multiple carriers,06-24,Delhi,Cochin,DEL → BOM → COK,10:35,19:00,8h 25m,1 stop,No info,10678,41℃,33℃,0,东南风2级,0.0,雨
Multiple carriers,05-27,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,13h 15m,1 stop,No info,10786,37℃,24℃,0,东南风3级,0.0,雨
Air India,03-21,Delhi,Cochin,DEL → BOM → COK,21:00,19:15 22 Mar,22h 15m,1 stop,No info,6587,25℃,16℃,0,东北风2级,0.0,多云晴
Jet Airways,03-27,Delhi,Cochin,DEL → MAA → BOM → COK,05:10,18:50,13h 40m,2 stops,In-flight meal not included,8728,31℃,20℃,0,西北风2级,0.0,晴多云
Air Asia,05-18,Delhi,Cochin,DEL → BLR → COK,20:45,07:10 19 May,10h 25m,1 stop,No info,7452,40℃,29℃,0,西北风3级,0.0,多云晴
Multiple carriers,05-09,Delhi,Cochin,DEL → HYD → COK,07:05,22:30,15h 25m,1 stop,No info,8310,38℃,27℃,0,西北风2级,0.0,晴
Jet Airways,06-09,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 10 Jun,22h,2 stops,No info,13376,41℃,33℃,0,西风3级,0.11,晴雨
Multiple carriers,06-03,Delhi,Cochin,DEL → BOM → COK,10:35,19:00,8h 25m,1 stop,No info,10877,38℃,29℃,0,西北风2级,0.0,晴多云
IndiGo,03-21,Delhi,Cochin,DEL → HYD → COK,06:40,16:10,9h 30m,1 stop,No info,6558,25℃,16℃,0,东北风2级,0.0,多云晴
Multiple carriers,05-21,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,14067,43℃,33℃,0,西北风3级,0.0,晴多云
Multiple carriers,05-21,Delhi,Cochin,DEL → BOM → COK,09:15,19:00,9h 45m,1 stop,No info,9627,43℃,33℃,0,西北风3级,0.0,晴多云
Jet Airways,06-03,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 04 Jun,23h 45m,1 stop,No info,14714,38℃,29℃,0,西北风2级,0.0,晴多云
IndiGo,05-09,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5000,38℃,27℃,0,西北风2级,0.0,晴
Multiple carriers Premium economy,03-21,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15h,1 stop,No info,9845,25℃,16℃,0,东北风2级,0.0,多云晴
IndiGo,03-27,Delhi,Cochin,DEL → BOM → COK,04:45,13:20,8h 35m,1 stop,No info,7048,31℃,20℃,0,西北风2级,0.0,晴多云
Jet Airways,03-09,Delhi,Cochin,DEL → BOM → COK,21:50,18:50 10 Mar,21h,1 stop,In-flight meal not included,13843,31℃,20℃,0,东南风2级,0.0,多云晴
Jet Airways,03-27,Delhi,Cochin,DEL → BOM → COK,08:00,18:50,10h 50m,1 stop,No info,12242,31℃,20℃,0,西北风2级,0.0,晴多云
Jet Airways,06-24,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 25 Jun,23h 45m,1 stop,In-flight meal not included,10262,41℃,33℃,0,东南风2级,0.0,雨
Multiple carriers,05-27,Delhi,Cochin,DEL → BOM → COK,06:00,12:35,6h 35m,1 stop,No info,11264,37℃,24℃,0,东南风3级,0.0,雨
